geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
1189,-23.532108255063783,-46.63839470107914
1202,-23.530243903687488,-46.65091042186511
1230,-23.532734734664448,-46.65432444907378
1221,-23.546015329447737,-46.64900196003804
1217,-23.533844773241405,-46.649406636130216
1243,-23.549469779069792,-46.65509829793992
1203,-23.537119379681478,-46.64438743865777
1214,-23.535695813466784,-46.641413138853494
1257,-23.54507217346644,-46.684380577990645
1231,-23.5367081559813,-46.659641841104495
1216,-23.535972856679678,-46.651407002063245
1226,-23.534478565641407,-46.655027617404315
1220,-23.542757999999992,-46.64547398167813
1223,-23.54377251788917,-46.6482729970858
1213,-23.536400280050746,-46.64003758881069
1227,-23.537290117980767,-46.65443089812821
1240,-23.543786942841372,-46.65861209437925
1258,-23.544993101304172,-46.685597180824026
1222,-23.54715957646145,-46.64989460560333
1211,-23.53582223582903,-46.65160504929902
1244,-23.54499336358131,-46.65968022344037
1238,-23.54195269441404,-46.659317621559275
1204,-23.536801152374622,-46.64441627185642
1234,-23.53705549985577,-46.66361722052618
1228,-23.54839279655493,-46.659018341392965
1224,-23.541718547319537,-46.64883066180968
1229,-23.54108734139297,-46.657339202752574
1232,-23.53676737440136,-46.655073131138565
1218,-23.531544680824037,-46.650668668330546
1215,-23.537982300854093,-46.649276182353226
1239,-23.54878169302905,-46.657459811558574
1205,-23.531760471002325,-46.64592571455356
1201,-23.53435725950717,-46.649356297391655
1259,-23.54335652677597,-46.68394637301635
1210,-23.540860990564926,-46.64385528059898
1249,-23.547565948929552,-46.669770433954575
1212,-23.53751125583271,-46.63705730743676
1248,-23.547307547319537,-46.667891551070454
1233,-23.540299470713855,-46.662783605199316
1219,-23.540223573951273,-46.64527713809213
1235,-23.53645971856428,-46.66424678602334
1209,-23.539446764643067,-46.639378335968615
1236,-23.54169219568345,-46.66747262574287
1206,-23.535535799324883,-46.64305202830518
1207,-23.53684062031852,-46.64039303580703
1251,-23.547008263113852,-46.67399273506847
1242,-23.547526626983622,-46.655803272693156
1241,-23.54567660866176,-46.656993473079794
1208,-23.54082250735759,-46.6397147149576
1254,-23.541967854838738,-46.68191419135562
1255,-23.545782460730546,-46.681198260892174
1245,-23.54929680904841,-46.66359454884876
1225,-23.54064714772717,-46.6482517826705
1252,-23.541732051907157,-46.67710841548847
1237,-23.54431769357731,-46.66982279920932
1200,-23.53156777324141,-46.649869077846425
1250,-23.548106335564583,-46.67255083804609
1247,-23.551341734760975,-46.66937701435217
1246,-23.55259069386578,-46.666404879825706
1262,-23.550856391462712,-46.67735184892536
1253,-23.543207969732908,-46.68024470107913
1290,-23.54096134139296,-46.65774870275258
1256,-23.54856753595123,-46.68329304968547
1303,-23.550011329447738,-46.64818240521669
1309,-23.557323688585658,-46.65692890729416
1310,-23.556926913670807,-46.6615417904381
1323,-23.56360092810872,-46.64096891541434
1321,-23.55896103857696,-46.64089188579832
1333,-23.563569938946234,-46.65184216708982
1314,-23.550271219805023,-46.641530430203645
1331,-23.562327520947594,-46.6503277425703
1307,-23.549360699694148,-46.654124416873465
1318,-23.565038102689147,-46.64731633542034
1322,-23.564189902302502,-46.64356963725542
1308,-23.55518250513589,-46.65226234401868
1306,-23.55433380183505,-46.64967363918865
1301,-23.550812799901813,-46.655258029690174
1302,-23.547650962519555,-46.64357747515727
1312,-23.553646009435056,-46.648277852905515
1319,-23.55156260866176,-46.640212973079784
1316,-23.55298158090484,-46.63977389064572
1317,-23.562810947727122,-46.64538049222014
1313,-23.55651328780301,-46.650253197291505
1324,-23.551359454065434,-46.64339075477531
1327,-23.565219296699173,-46.6451517253736
1304,-23.552179449622038,-46.65299199861503
1332,-23.559874596168275,-46.65312715543303
1326,-23.558908285042406,-46.64517207853889
1315,-23.552592988343235,-46.64068338732753
1325,-23.560404150152923,-46.64409070038665
1329,-23.563145744936214,-46.64661879892085
1330,-23.55681762392521,-46.64986083625707
1311,-23.560566359426364,-46.65761042867444
1305,-23.55608304968548,-46.65802268497898
1320,-23.557337937272795,-46.63877749362335
1328,-23.55542941271852,-46.64533779225575
1402,-23.58406691212703,-46.66998067037748
1421,-23.56233151289751,-46.66120425339033
1403,-23.570347358041392,-46.65315099653754
1409,-23.5613664276935,-46.65759386900565
1411,-23.56854685038016,-46.66483313596545
1452,-23.56883153079836,-46.69199439364803
1423,-23.568918203156606,-46.65699513973691
1417,-23.488509625310193,-46.71460628143571
1408,-23.569438714409326,-46.66342129141903
1455,-23.580690704974273,-46.68751888037396
1401,-23.569747571977178,-46.651003571977185
1410,-23.558595737434405,-46.65657075535223
1453,-23.583435663338896,-46.68646270038665
1415,-23.551840037191976,-46.65455309547579
1416,-23.55951039494492,-46.66706390175425
1445,-23.568346382739897,-46.68910543089613
1424,-23.56816235942637,-46.66117892867444
1422,-23.55978441771017,-46.666079261036394
1419,-23.557767998615013,-46.66267334776961
1414,-23.56362276547979,-46.667603824167614
1420,-23.56851813765943,-46.651915325696834
1451,-23.583489065785628,-46.685080550926216
1446,-23.57569278212821,-46.67656975659298
1406,-23.56582006549717,-46.65801073994457
1454,-23.58214887261234,-46.68638063183104
1426,-23.56259714729301,-46.669688076217156
1413,-23.558631830976964,-46.66070142630853
1433,-23.581884887587318,-46.668486797535884
1427,-23.57351511795259,-46.661122933521874
1405,-23.56696412378097,-46.656982707195965
1435,-23.579681908967608,-46.66963177269314
1449,-23.57629219900167,-46.681423103525866
1425,-23.572330354982963,-46.66082327699232
1430,-23.881629353829144,-46.643818799723405
1404,-23.569943269778946,-46.65709370468581
1442,-23.56370226740048,-46.67529085698279
1407,-23.5784800999192,-46.675167506520864
1418,-23.563121735100218,-46.656566708353616
1472,-23.57054369248079,-46.69129667943905
1443,-23.567508650008694,-46.684718057995354
1428,-23.57646147016561,-46.659331492786634
1434,-23.577917008598327,-46.669452601159925
1457,-23.578835500692488,-46.69092820399332
1412,-23.5644233366611,-46.66684085068378
1448,-23.57741669608748,-46.67817482139765
1456,-23.578504155433034,-46.69011829698763
1432,-23.57442069164407,-46.66422198695825
1441,-23.575656697760916,-46.68951882930351
1489,-23.576649988891482,-46.68740004775215
1429,-23.57524108520401,-46.663073984592316
1450,-23.57492547792723,-46.68505199999999
1440,-23.564485277829036,-46.674418610595005
1438,-23.57032557700971,-46.672992580500825
1444,-23.60567565889549,-46.745444682209005
1436,-23.572650803768287,-46.66771704607878
1447,-23.572517679150597,-46.68071076646074
1439,-23.566283267268798,-46.67340369415422
1431,-23.578166638380594,-46.66288281851214
1437,-23.570954718275818,-46.669696428530216
1526,-23.56690212960936,-46.630059203156605
1509,-23.567590529834394,-46.63545150721336
1504,-23.56375858312654,-46.63899210115993
1536,-23.56253963239443,-46.62234397235907
1535,-23.569618023313524,-46.624900782272434
1511,-23.555682314184303,-46.63309991286275
1534,-23.56284740383172,-46.62391126354653
1514,-23.553064354682608,-46.627686255804946
1529,-23.56935315736629,-46.63690014002537
1539,-23.573782561198005,-46.62058066708982
1532,-23.57206084762539,-46.636136837497816
1542,-23.57081105190717,-46.62114560866178
1548,-23.57834655675459,-46.61471087039062
1543,-23.575755845951942,-46.62009625506377
1544,-23.576922503462445,-46.622911919095145
1546,-23.57625295115125,-46.622359675832385
1523,-23.563663794621693,-46.619290911881784
1506,-23.56180273327946,-46.634791829043714
1518,-23.55893044463037,-46.622923737578624
1510,-23.55619865667379,-46.63344748251487
1537,-23.569022776299825,-46.62199066665711
1531,-23.570124170696488,-46.63265515860704
1549,-23.57732126894224,-46.61708484846209
1533,-23.57219854010617,-46.639131098245755
1525,-23.567008903139214,-46.63752874701368
1520,-23.55923866610885,-46.61831887996994
1550,-23.57203616319466,-46.615212267413035
1503,-23.55548824082795,-46.63559923847351
1541,-23.568722298084143,-46.61880092397124
1545,-23.581373061053768,-46.6178758329102
1522,-23.559164674995646,-46.61546691825843
1508,-23.56014607245072,-46.63334612585845
1519,-23.560075288649074,-46.621829901754246
1547,-23.582023554532892,-46.623222450458776
1538,-23.573204999999998,-46.62290025
1501,-23.551931483755602,-46.63569089731083
1521,-23.56012381877193,-46.62080822384439
1530,-23.586145389375964,-46.72796029067322
1505,-23.555396514570948,-46.6328610313636
1502,-23.55498324839867,-46.635699052888114
1551,-23.576649380518194,-46.61216232569684
1540,-23.564614201223375,-46.620498300305826
1528,-23.563268623088483,-46.625678067718866
1513,-23.556895554532897,-46.63100370483004
1527,-23.563144561198005,-46.62658014155458
1524,-23.567045543424396,-46.616111999999994
1507,-23.558197452680453,-46.63164907507647
1512,-23.553644898695826,-46.63261889578163
1552,-23.57383590091753,-46.61101337290079
1553,-23.57430307573513,-46.60968254215087
1516,-23.55948466195392,-46.61446206064973
1517,-23.560247933666105,-46.624831454209655
2019,-23.498262,-46.62855053996195
2069,-23.506887635581972,-46.61434088051819
2067,-23.505895624473467,-46.606389972935546
2020,-23.49908391697765,-46.63226647191996
2075,-23.50202850513589,-46.60034967291817
2012,-23.508361230285658,-46.627524189686355
2076,-23.50692178074323,-46.598949613509205
2035,-23.500395,-46.62233251442673
2034,-23.50412273877685,-46.624607531165196
2022,-23.50623786745398,-46.64043238758518
2021,-23.499439994171624,-46.63380353274857
2080,-23.49781772078598,-46.60657423175024
2066,-23.508759080212354,-46.60297304287614
2085,-23.4974436813723,-46.612609087021674
2030,-23.504769581649203,-46.624703032313846
2064,-23.519807581453094,-46.5960457342604
2029,-23.51093658735401,-46.62008933890293
2060,-23.51886128198398,-46.60382280391253
2054,-23.51636255037796,-46.60569249861501
2072,-23.500810509290837,-46.60427196058632
2017,-23.501381250870146,-46.63920650559182
2018,-23.493511048012014,-46.63106708174157
2043,-23.490223040798675,-46.617325585896495
2074,-23.509075809596663,-46.59346383582439
2038,-23.49857049347913,-46.6233534590571
2016,-23.500977634690624,-46.62712333406575
2040,-23.489022991949916,-46.621866902994995
2056,-23.510640635581964,-46.6040934060534
2051,-23.512267739107838,-46.60874803052688
2041,-23.49010232139766,-46.619729989728214
2039,-23.49231066388715,-46.6205286217035
2073,-23.50123032361937,-46.60751038343238
2082,-23.494670727999353,-46.609653122396004
2033,-23.502153793496515,-46.616881012493465
2013,-23.5030857485429,-46.63382294171621
2079,-23.50036682653355,-46.60264059824574
2037,-23.499986521784315,-46.61873041326678
2083,-23.495520855675448,-46.599274267557256
2068,-23.503208091869112,-46.61302451304172
2071,-23.50313753733621,-46.609684480437394
2047,-23.51836389286744,-46.61420872522939
2078,-23.50246060949849,-46.59374588980903
2044,-23.49568082347514,-46.61894670690752
2084,-23.495675029141914,-46.59947756924807
2055,-23.512952943937886,-46.6083024672514
2042,-23.488022399388317,-46.619001502365926
2045,-23.49440602396265,-46.617320553160994
2036,-23.50210750375091,-46.62196127699232
2046,-23.48774784542202,-46.61152878400604
2010,-23.514929559813023,-46.62640583152521
2081,-23.49664721787179,-46.605036185123204
2050,-23.516543503202637,-46.61056315903973
2052,-23.509466926452752,-46.60686750207746
2031,-23.51506899745697,-46.6253165150725
2028,-23.50751845268047,-46.6174707485429
2065,-23.50172637108313,-46.60239776074794
2077,-23.501001111575953,-46.59626327601136
2011,-23.501902770272533,-46.62622916981285
2049,-23.5149758170985,-46.61611264542107
2032,-23.5107769477988,-46.62390842770356
2053,-23.510427444341925,-46.60117949988443
2009,-23.515799103830265,-46.64113909097136
2089,-23.517094484592327,-46.616673100755904
2088,-23.504240259718838,-46.620742066583865
2150,-23.495750203445066,-46.56850788842404
2133,-23.500291464048768,-46.585615159039705
2167,-23.52290394644805,-46.5818040975819
2130,-23.50810093865777,-46.58282425353455
2188,-23.507509473772288,-46.56565713558197
2152,-23.498158714409342,-46.573211734116185
2138,-23.49565160199666,-46.57582722508514
2134,-23.499318080212344,-46.57812437246813
2176,-23.51226784347044,-46.5737047327312
2117,-23.520194563338944,-46.59353892798186
2119,-23.513593871775626,-46.592991157366285
2131,-23.502810708580963,-46.581761933117846
2124,-23.506364755756262,-46.58066375575628
2129,-23.505215699694162,-46.58945986733221
2132,-23.498331454065443,-46.58041450069247
2110,-23.52188843014645,-46.59374225679054
2135,-23.49880797114655,-46.57363113448545
2127,-23.50238052178431,-46.582730947544576
2114,-23.522853341941214,-46.591779583674814
2178,-23.51983840466843,-46.57027290507246
2177,-23.511112774078125,-46.56976216763806
2120,-23.51041662910784,-46.59421774735937
2161,-23.49126218956661,-46.57078597807146
2112,-23.512668178041054,-46.58665534166385
2126,-23.506858079375625,-46.591623435051076
2169,-23.51932718168024,-46.575807226350435
2123,-23.510773697472448,-46.578048280743225
2189,-23.50762149708581,-46.56616243450284
2128,-23.503994905360926,-46.594638241185294
2179,-23.519501612268442,-46.56731049610485
2136,-23.4982544454671,-46.57847265889549
2174,-23.523062564007805,-46.57189679679223
2186,-23.51335483236194,-46.568773471146564
2137,-23.501769233971963,-46.571873207600014
2185,-23.512283612268444,-46.56782303996194
2181,-23.520932905360926,-46.562709766720545
2180,-23.51997318512321,-46.56594003802871
2111,-23.515789212043405,-46.59197639370418
2187,-23.515125715794326,-46.564899501384964
2121,-23.51181353788448,-46.58921527477061
2190,-23.5099120335853,-46.56318688703905
2139,-23.49413493949449,-46.57343969969415
2143,-23.50799229892086,-46.575217069103864
2122,-23.513172191788307,-46.58263962184772
2115,-23.526499508561297,-46.591885935036096
2118,-23.516611679987307,-46.59476458159733
2125,-23.507957137111184,-46.58846138051819
2113,-23.51528796497884,-46.587344652368564
2147,-23.49955674271452,-46.5652199639332
2141,-23.489125655104342,-46.575631017278226
2170,-23.525379999999927,-46.57608999999997
2166,-23.525060091869108,-46.583738219401
2175,-23.516718741284574,-46.57445726194335
2168,-23.52017488343239,-46.57883175284207
2116,-23.522700069940573,-46.58754575881468
2145,-23.50149553621103,-46.565292913266774
2151,-23.493537729684284,-46.56649157558708
2146,-23.500957023313518,-46.570882263950566
2144,-23.505075172949205,-46.57083605675562
2162,-23.49030645045876,-46.56191043118461
2142,-23.509860072593554,-46.57548531556785
2251,-23.479894623925205,-46.5955112828207
2256,-23.47606967638063,-46.58757539938829
2246,-23.491913479600672,-46.60200386081135
2223,-23.47872104025041,-46.58108916028048
2225,-23.480339500692484,-46.57586314071786
2204,-23.48374058895493,-46.589857093254096
2235,-23.47943869386577,-46.5790147857349
2245,-23.48347746211553,-46.60599175145708
2243,-23.49083843519532,-46.5983578447112
2208,-23.481015747157922,-46.58546644517863
2222,-23.484630300305838,-46.57788816694557
2232,-23.47619014432453,-46.561091238415344
2203,-23.491692314184302,-46.590245324311844
2250,-23.486549521784305,-46.594692282820695
2263,-23.46353280183505,-46.577156081597344
2238,-23.47019809031553,-46.56484109288583
2261,-23.467359865947238,-46.577159921316856
2267,-23.476432798776628,-46.598178216486815
2270,-23.472793571469776,-46.594647413959244
2227,-23.483253583126537,-46.56925871218761
2273,-23.45886783036675,-46.585746270534045
2244,-23.49047396142303,-46.60639166527211
2229,-23.479291183738216,-46.56787618526742
2215,-23.491089052455425,-46.58508188051821
2259,-23.471607970858106,-46.580389438802
2228,-23.480055932281125,-46.56981691118931
2254,-23.4851179664147,-46.59617458979163
2218,-23.486735252842074,-46.584080124761904
2247,-23.484890608661765,-46.6021051866524
2226,-23.484632448237065,-46.57191858451151
2274,-23.46824404524207,-46.58503083472787
2220,-23.490745910352587,-46.577943838190315
2217,-23.490335892030725,-46.580284210514186
2265,-23.47651943519532,-46.595549677073116
2276,-23.459902378084546,-46.58449611703253
2242,-23.488133029141906,-46.607659957123865
2269,-23.474592953372944,-46.59615301748514
2221,-23.481978422701825,-46.580587533441076
2279,-23.460480827370283,-46.57585219747246
2249,-23.49108295475793,-46.595188414651744
2237,-23.46503080460501,-46.56958828587911
2206,-23.487076247013697,-46.589872683593995
2258,-23.47623536441803,-46.582106647238724
2236,-23.47463252567945,-46.568940746061394
2205,-23.48910169747245,-46.58859076977896
2241,-23.490518793784968,-46.60742305591786
2219,-23.487935688874106,-46.5808627924
2257,-23.47172419594325,-46.58517130919263
2230,-23.48274827338563,-46.56490113044606
2210,-23.486539526227716,-46.579267755063775
2266,-23.473517678602327,-46.59417129378496
2211,-23.497022021928533,-46.59590298182237
2280,-23.454232910352587,-46.57383309103239
2278,-23.46353896225975,-46.58182067485141
2264,-23.46306764141035,-46.57733468803739
2201,-23.48564922814357,-46.59218589286744
2253,-23.479545520399327,-46.596922621847725
2281,-23.449178934155487,-46.57435094932181
2248,-23.482207037191984,-46.6000034089676
2255,-23.47597013183105,-46.591459223844396
2277,-23.46274979156327,-46.58200180099831
2272,-23.469863154596318,-46.58785305259964
2271,-23.468912247420526,-46.58807266436532
2282,-23.445621849010358,-46.567470624761924
2224,-23.481351072998997,-46.567048185815686
2275,-23.465097152256583,-46.59050302185771
2233,-23.47538490091753,-46.564339557591325
2209,-23.485064826913266,-46.58236126674555
2212,-23.494525155981307,-46.588410083819035
2288,-23.432886000000003,-46.57132349999999
2260,-23.46930257655191,-46.575504869341046
2234,-23.47627439396873,-46.568351005570996
2213,-23.492873252842077,-46.58454115751052
2202,-23.493126080212345,-46.594365978071444
2262,-23.466686050233733,-46.575877107132555
2216,-23.494534007655435,-46.5778358295101
2214,-23.493636869553924,-46.58577018151652
2268,-23.468822748542905,-46.59341772967277
2207,-23.485869985284825,-46.590661634745246
2239,-23.483926269699744,-46.60867003954127
2252,-23.479316999999995,-46.59043404717529
2240,-23.48014781848348,-46.604095532892806
2231,-23.47785620260835,-46.56407653052688
2290,-23.543294842250162,-46.63074319149357
2284,-23.469703196411853,-46.568682720835504
2289,-23.41706739494492,-46.583631623780995
2286,-23.40858677491484,-46.579603243407014
2309,-23.477262139332886,-46.60430128074323
2377,-23.45681372078598,-46.63254373175025
2371,-23.46086185567546,-46.61997268013154
2323,-23.502760006989064,-46.57361974332592
2311,-23.467841015263435,-46.60066694685207
2374,-23.456465580904837,-46.62058099668179
2316,-23.462010764197984,-46.594676297003105
2366,-23.429829475245015,-46.59294652605343
2321,-23.447494119916293,-46.588516182603186
2315,-23.463362095475787,-46.59647161656762
2330,-23.485063159039733,-46.615713768798024
2319,-23.4501707149576,-46.589677465029716
2312,-23.46413521510183,-46.60239500444339
2341,-23.456976422701825,-46.614527433810316
2334,-23.48496374049282,-46.619339144324535
2347,-23.460674385509854,-46.605609126002676
2365,-23.424789368084998,-46.58054625193439
2375,-23.453922572854754,-46.62613576311386
2372,-23.459035972384328,-46.623704148839465
2367,-23.423087231201986,-46.587281563967956
2343,-23.470145832361933,-46.60632377699233
2306,-23.45244942270184,-46.60149895934556
2313,-23.465206645565292,-46.598497748398685
2305,-23.480411888424047,-46.60653306119798
2340,-23.466900306548325,-46.6161273856765
2360,-23.435346102217693,-46.578029947038885
2344,-23.468783469877142,-46.61128696849217
2348,-23.459912748542905,-46.61249999278664
2322,-23.448542060505506,-46.59796136802471
2356,-23.450087878227205,-46.61104018756211
2352,-23.454506021928548,-46.594345572999
2358,-23.446391134052753,-46.60948783749782
2308,-23.47563293005943,-46.601515288649075
2318,-23.454905081597328,-46.59270606480468
2337,-23.476470349154592,-46.612742406601654
2342,-23.474050794621693,-46.610883853597976
2355,-23.45361336663973,-46.61153344561132
2303,-23.482426557591324,-46.612485199001675
2363,-23.433311843300284,-46.57775383355626
2324,-23.44571523784211,-46.583201266636046
2373,-23.45703516847478,-46.61932297642669
2302,-23.48632095417352,-46.61518780752882
2350,-23.459346031363605,-46.60929309103239
2378,-23.454046078279106,-46.6302284207686
2317,-23.45831119900167,-46.595661349154604
2351,-23.45606480322003,-46.59857348265909
2301,-23.487414496249084,-46.616300025535224
2332,-23.486316464337214,-46.62224366625309
2376,-23.458526276992316,-46.626659313491814
2326,-23.44770701888709,-46.57540893633137
2335,-23.48423112600268,-46.61602746364474
2346,-23.472004872323875,-46.60844051151253
2362,-23.63858282056261,-46.60817566849105
2357,-23.450617445467106,-46.61199536955391
2329,-23.44920299999999,-46.57912990320224
2314,-23.46136785706045,-46.60110519677997
2310,-23.471944407438396,-46.598644592561605
2325,-23.455935,-46.58499675000001
2354,-23.454796226537923,-46.60685576138568
2320,-23.44947679294825,-46.59791907646144
2361,-23.435950742214995,-46.582426838343274
2338,-23.47409516625309,-46.61820614556529
2331,-23.486535631766554,-46.619330131766546
2333,-23.47360894670785,-46.619002309740885
2307,-23.48287504884874,-46.60800472883605
2349,-23.46143505928029,-46.60359485356404
2353,-23.45307568220902,-46.605834167638044
2336,-23.48058427061568,-46.61935382292688
2339,-23.47617837829649,-46.61396224132954
2368,-23.39925973688614,-46.57758416374293
2370,-23.463434818483467,-46.622400144468756
2328,-23.43381641578083,-46.571176402870464
2359,-23.44565748972094,-46.61972975215229
2345,-23.46862347727612,-46.6163016434943
2327,-23.44398478282013,-46.57518023764136
2364,-23.433433441633934,-46.58206525474901
2304,-23.481771097149228,-46.602701847769616
2430,-23.4779980335853,-46.65068202746846
2402,-23.491143062115942,-46.62601868011954
2442,-23.473211060505506,-46.64329769969416
2409,-23.476711756592987,-46.62651445475794
2467,-23.492646915144128,-46.644796346227075
2422,-23.47001485567546,-46.63484579309249
2441,-23.471434582289824,-46.64062326449884
2452,-23.49904151096427,-46.64428231932021
2435,-23.482391532056102,-46.64281243352188
2464,-23.49011863474525,-46.65070318122807
2431,-23.485313776848088,-46.636634886894846
2478,-23.47926294754457,-46.659611985573285
2436,-23.47929539523337,-46.63675926810551
2473,-23.478324496249083,-46.65220141326677
2415,-23.47193716763806,-46.62999953941368
2468,-23.48950741993187,-46.64873015306711
2401,-23.486058314184298,-46.62819903649949
2419,-23.477210014715187,-46.63982846710719
2479,-23.47544698917996,-46.6507165073576
2471,-23.48117042353855,-46.65541513113858
2417,-23.478396307519198,-46.62922372162271
2410,-23.4757673119626,-46.62523433819032
2420,-23.47607890674591,-46.63411838565408
2462,-23.495707113302288,-46.63895326320458
2461,-23.493532504039372,-46.638427781724175
2443,-23.472335179294816,-46.646365264498826
2403,-23.49316940437997,-46.629009545097844
2466,-23.49405945045876,-46.64333926824975
2404,-23.489552640025373,-46.62852859478329
2433,-23.480657601448396,-46.636674914796
2406,-23.488178521784317,-46.62869344463039
2474,-23.47729245045876,-46.655680394540866
2434,-23.484186461278806,-46.64000855037795
2407,-23.485359594494852,-46.624283978908174
2421,-23.474267360811353,-46.63169094754458
2472,-23.47624364031383,-46.6589544210284
2470,-23.484154453228715,-46.648680098245755
2460,-23.491264766864767,-46.63785217623639
2475,-23.48105908159733,-46.64630746073054
2416,-23.479570309740897,-46.628659057735526
2418,-23.47071894087947,-46.63127566403139
2413,-23.486684521784305,-46.64422386663972
2451,-23.50032232672679,-46.641043665345364
2465,-23.491717642174216,-46.64962560348589
2405,-23.494663037191984,-46.628898485429026
2469,-23.484878853453754,-46.642494641266104
2440,-23.47586589286745,-46.64976772522937
2408,-23.48192669608748,-46.626465405216685
2450,-23.499711492094153,-46.63936074992788
2411,-23.474161016100158,-46.625165852905475
2432,-23.486717629753585,-46.63536318304573
2463,-23.490045250612454,-46.64419142885247
2423,-23.4691737901783,-46.63497713128279
2565,-23.486109347919747,-46.66826821319252
2542,-23.491861595620023,-46.65926754509785
2522,-23.50302551457095,-46.656351
2536,-23.49362441188179,-46.6504138395753
2566,-23.482831285042405,-46.67079714723872
2519,-23.50233051501402,-46.65835292379554
2513,-23.51252628781236,-46.65652459893825
2550,-23.50553052178432,-46.66921940743839
2556,-23.49943981998858,-46.671176817830926
2544,-23.49027291257428,-46.66072145905712
2543,-23.484996628368613,-46.66293759616827
2560,-23.494987791563272,-46.67176385068381
2517,-23.506064518177627,-46.66611931057761
2510,-23.513707394631968,-46.652629354497755
2518,-23.50881031253953,-46.666500830428674
2554,-23.4964932223152,-46.66693943158864
2539,-23.496534691644076,-46.659429486958246
2530,-23.501873266476387,-46.662136094857004
2535,-23.498300724392664,-46.649740987506505
2537,-23.49266694338963,-46.6492782305095
2563,-23.4921242514571,-46.67252903941368
2561,-23.492820907582626,-46.67596304287615
2555,-23.49315894754457,-46.66484247835991
2564,-23.486738237923948,-46.67185857276385
2512,-23.512629226758584,-46.66287840966009
