zipcode,customer_city,customer_state,geolocation_lat,geolocation_lng,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,seller_id,shipping_limit_date,price,freight_value,review_id,review_score,review_creation_date,review_answer_timestamp,order_id,payment_sequential,payment_type,payment_installments,payment_value,product_id,product_photos_qty,product_category,seller_zip,seller_city,seller_state
27600,valenca,RJ,-22.2306535696559,-43.7090679281314,83c103071581c1e2b9b88c10c7c81ec9,delivered,2018-01-03,2018-01-03,2018-01-04,2018-01-11,2018-02-06,1,f262cbc1c910c83959f849465454ddd3,2018-01-09,39.99,15.1,23258867242a077ab2ae7a64f906016b,4,2018-01-12,2018-01-15,e25c98a973e86ba5c95c06722eb8fadc,1,credit_card,1,3.82,0721efe2bcae3223969332d77f0182bc,2,telephony,3564,sao paulo,SP
7222,guarulhos,SP,-23.4641039408795,-46.4716256384962,ca4d497fb0472b44b77b03f40e83c670,delivered,2018-03-06,2018-03-07,2018-03-08,2018-03-22,2018-03-28,1,aafe36600ce604f205b86b5084d3d767,2018-03-13,47.9,16.32,2b9360e3a32525eef888d6fa9d670e5e,5,2018-03-23,2018-03-23,7e55ef94fac22db04217abf106e9758a,1,boleto,1,64.22,57e089e3103f5cda6a4ce23b77399bdb,4,baby,88115,sao jose,SC
26281,nova iguacu,RJ,-22.7426726725561,-43.4689609839617,28e1fb62850ddf7aebac7ec6602dc756,delivered,2017-11-22,2017-11-22,2017-11-23,2017-12-18,2017-12-12,1,4a3ca9315b744ce9f8e9374361493884,2017-11-28,99,17.94,b2ee53f4988d6a502012a63e5fc3493d,3,2017-12-14,2017-12-14,b5585a71d72133e35079e240c76065d8,1,credit_card,4,116.94,84f456958365164420cfc80fbe4c7fab,1,bed_bath_table,14940,ibitinga,SP
32072,contagem,MG,-19.9310231366224,-44.1125193893195,e1942da860849abd3a3425a102a2e18c,delivered,2017-11-21,2017-11-21,2017-11-29,2017-11-30,2017-12-01,1,daeb5653dd96c1b11860f72209795012,2017-11-27,373.9,14.5,2a3730decd654be187dabd2211d2bb9c,5,2017-12-01,2017-12-01,2ab4524fd521bfb8a8ffc95ef44dd5ae,1,credit_card,6,388.4,c3e4984fcd36ab7d67ec30a89f745113,10,auto,31310,belo horizonte,MG
32600,betim,MG,-19.9806143885683,-44.2027996815165,88cc083628b3e67a1ad2c500d3d00459,delivered,2018-05-09,2018-05-09,2018-05-15,2018-05-21,2018-06-07,1,0691148aee60ca47977c187804f935ae,2018-05-17,55.09,23.32,e5735ee8b31e1a653dc52ba48f497278,4,2018-05-22,2018-05-23,eec253358dad1c219d0b7cebcb8d894f,1,credit_card,3,78.41,ca39b2683ada25bb55bebe99c18f33ba,3,sports_leisure,86010,londrina,PR
6823,embu das artes,SP,-23.671959474609,-46.8033632139766,652179d9b584aea5a6de577d7e707513,delivered,2017-09-16,2017-09-19,2017-09-22,2017-09-26,2017-10-17,1,59417c56835dd8e2e72f91f809cd4092,2017-10-05,1890,46.5,989259df8c2508671c1b89a297b15b6c,5,2017-09-27,2017-09-27,ab036b681f93c56caee93990cecf22ce,1,boleto,1,1936.5,b7d35019c9f8e0eeff52b36a59eec8e8,4,small_appliances,13480,limeira,SP
37550,pouso alegre,MG,-22.2342366226237,-45.9352420489944,ad2062b5c19d63ccc4771b5066c47b49,delivered,2017-06-28,2017-06-29,2017-06-29,2017-07-06,2017-07-20,1,5dceca129747e92ff8ef7a997dc4f8ca,2017-07-05,259.9,50.77,85f7ffe4b536663779b1b4cd555bcffb,5,2017-07-07,2017-07-07,1f7c3aa924109d27ae780567b2672c62,1,boleto,1,310.67,af51d485dc5255ba2e18b21b550156e6,1,luggage_accessories,13450,santa barbara d´oeste,SP
90251,porto alegre,RS,-29.9737755,-51.19155225,3b8655cca1d71775f761b6fa2b2bf468,delivered,2018-03-05,2018-03-05,2018-03-09,2018-03-16,2018-04-18,1,1f50f920176fa81dab994f9023523100,2018-03-09,53.9,20.99,1fa15922ab490eb25815dbee1f678371,5,2018-03-17,2018-03-19,89dcf119ac3433da8745b713ac6e1e4d,1,credit_card,1,74.89,b0961721fd839e9982420e807758a2a6,2,garden_tools,15025,sao jose do rio preto,SP
26015,nova iguacu,RJ,-22.7482032951947,-43.4456253771809,9805ae32c145edf1ad0e8d8ab5e8fd8e,delivered,2018-04-28,2018-04-28,2018-05-02,2018-05-11,2018-05-18,1,ba143b05f0110f0dc71ad71b4466ce92,2018-05-04,37.5,16.32,bcb9b20908e8d87cdb2d91d489ac2132,4,2018-05-12,2018-05-15,034fe9142b806fe19c1cbc1c752ab08d,1,credit_card,1,53.82,20fb650ad1615624d7e202031400f695,1,books_technical,2274,sao paulo,SP
16370,promissao,SP,-21.5334309370829,-49.854538052468,5df2ff723d34c14ec65ed6d176c45eab,delivered,2018-08-07,2018-08-08,2018-08-08,2018-08-13,2018-08-22,1,8a432f4e5b471f8da497d7dc517666e2,2018-08-10,69,14.79,54b516c8fd6716e900cd067453c66e6c,5,2018-08-14,2018-08-14,9d138733c51598bbcd3ea81678facf91,1,boleto,1,83.79,af893b2efa430418d774a852e7870601,3,housewares,19042,presidente prudente,SP
36500,uba,MG,-21.125743328541,-42.922604828541,8c476a43d105e52524d6a1fa3fd51d13,delivered,2018-07-26,2018-07-26,2018-07-26,2018-07-31,2018-08-15,1,da8622b14eb17ae2831f4ac5b9dab84a,2018-07-31,199.9,27.7,76532a805483d23a46c07ae297cc7605,5,2018-08-01,2018-08-02,078d2f79c229fd2c2759339ac97242f4,1,credit_card,4,227.6,429e7401fafb76436f15e86498bd7364,1,bed_bath_table,13405,piracicaba,SP
99670,ronda alta,RS,-27.7836563273602,-52.8078324850087,b9327bc06bdba60b82aae640ae35c41e,delivered,2018-05-02,2018-05-04,2018-05-08,2018-06-14,2018-06-04,1,c4d51195486dc781531876a7d00453d8,2018-05-14,364.98,20.43,6adfc89c235cb3124ba0930ea19e76a8,2,2018-06-08,2018-06-08,0ec9178c102513dbaf788344446a3305,1,boleto,1,385.41,f10f55939660d23138e46c72acb7498b,3,telephony,19023,presidente prudente,SP
75080,anapolis,GO,-16.3194420543362,-48.94986118063,d79764082a836f215312d98c964ce478,delivered,2018-03-12,2018-03-12,2018-03-13,2018-04-09,2018-04-03,1,c013e57c075a06e5b5c48ee03c525719,2018-03-16,63.99,18.33,6c99a3aef68e5330e0b621b38fd742ce,2,2018-04-05,2018-04-05,7b2f3756c235e93b2ad6330c54805401,1,credit_card,1,82.32,e2c843e2762213223f21e0206e3b9d9d,3,pet_shop,13568,sao carlos,SP
3122,sao paulo,SP,-23.5694239098043,-46.591279779214,d84fed1d60d32319a7006df034d24a34,delivered,2018-02-26,2018-02-26,2018-02-27,2018-03-05,2018-03-16,1,4869f7a5dfa277a7dca6462dcf3b52b2,2018-03-02,204,14.45,0861ebd344abe0ea726f5fc38c349463,4,2018-03-06,2018-03-07,8ce27cfd1cf723e54eb8a517a0f687af,1,credit_card,2,218.45,7a10781637204d8d10485c71a6108a2e,1,watches_gifts,14840,guariba,SP
88400,ituporanga,SC,-27.416852498627,-49.6005942135774,8e7d1141a6215378a176dcdabbc6ebe5,delivered,2018-05-15,2018-05-17,2018-05-17,2018-06-04,2018-06-06,1,34056b8b55c1775a22af2331670a799c,2018-05-21,118.8,19.8,82bcab6838707c5310286875d8d1978b,5,2018-06-05,2018-06-06,aaa69c5aba2f6b490490257c4195e5b7,1,boleto,1,138.6,af4ac0dfebf1f96903c52fe25a51e6d3,5,auto,16304,penapolis,SP
3896,sao paulo,SP,-23.51426280599,-46.4776359096601,478bde4147e07d0ea250b66bcd36b200,delivered,2018-01-15,2018-01-16,2018-01-17,2018-01-23,2018-02-05,1,729b2d09b2a0bdab221076327f13d050,2018-01-22,21.05,11.85,67c3c726b27df0f733b3a740164d7e4b,5,2018-01-23,2018-01-23,09e1adca3506ecf15eefdb37196f2515,1,credit_card,1,32.9,fa66c43e63966d8b1770f6df326e05fb,2,sports_leisure,17320,mineiros do tiete,SP
3325,sao paulo,SP,-23.5518980096949,-46.5599065176294,878843e6fda7bb5ae20940875a5e7548,delivered,2018-06-29,2018-06-29,2018-07-05,2018-07-10,2018-07-31,1,33a17d60c64393351ebf1ef860f4e0f2,2018-07-06,169,28.16,4259fc3ad1280106c893ea1e51a21e5e,5,2018-07-11,2018-07-12,150195a0ae1d6d4d5727ff6054fa709e,1,credit_card,8,197.16,8b27cbcf8e5472830ab6ec2bd7a6b867,1,housewares,91510,porto alegre,RS
3657,sao paulo,SP,-23.5264179184027,-46.5059270065209,266eb5a8fc8e3c3916870babf546da1d,delivered,2018-02-06,2018-02-07,2018-02-09,2018-02-16,2018-03-02,1,391fc6631aebcf3004804e51b40bcf1e,2018-02-13,24.75,12.69,ea8e6f56dae8a07d2850201768b9033a,5,2018-02-17,2018-02-19,131a49afe3f297e46c9eab6f3a815b2a,1,boleto,1,37.44,b395922ca8e9ba82b2a81822968d0cf5,2,furniture_decor,14940,ibitinga,SP
23071,rio de janeiro,RJ,-22.8982751029776,-43.5799158316694,b3889ade4bf0e6c042b319f1618aed66,delivered,2017-05-24,2017-05-24,2017-05-25,2017-05-31,2017-06-16,1,7a67c85e85bb2ce8582c35f2203ad736,2017-05-30,99.99,16.95,10769717115c12486fb029c8abf80fd9,4,2017-06-01,2017-06-05,3fcef6f64992de28b33bffa27537d868,1,credit_card,1,116.94,29427de7f8a9ee983d9dbc51cec569b4,1,cool_stuff,3426,sao paulo,SP
18040,sorocaba,SP,-23.5043681282244,-47.4661562843499,c5ca55921eadae393812fad0ecb14c50,delivered,2018-04-10,2018-04-10,2018-04-18,2018-04-19,2018-04-26,1,e067ad2c1c0b48758eb1b5228bcf7a68,2018-04-16,76,8.3,8898b5bd49bab71d9c9a764cb975f363,5,2018-04-20,2018-04-23,7c3fe5194219d774a7d238f80d4c9919,1,credit_card,1,168.6,4c692d2f14f767ecfe67b427fe305e3d,1,pet_shop,11045,santos,SP
53415,paulista,PE,-7.9207558993767,-34.8460511554722,53c1956d88292139dd790ff574adb833,delivered,2018-01-22,2018-01-22,2018-01-26,2018-02-10,2018-02-23,1,b14db04aa7881970e83ffa9426897925,2018-01-26,39.9,28.75,2bb3a33bfbe9f12896c04f750699aae0,5,2018-02-11,2018-02-12,4b7a96b5535dc126f27ff16f50cdc7ae,1,credit_card,6,68.65,827c4a77226a3e7ef259d61eaa775df9,2,furniture_decor,18048,sorocaba,SP
17017,bauru,SP,-22.3533798795372,-49.0523843391713,4442ce3a2d4bb4bc6c5752a8dfb37806,delivered,2017-09-25,2017-09-25,2017-09-27,2017-10-04,2017-10-20,1,53243585a1d6dc2643021fd1853d8905,2017-09-29,1599.99,53.61,c4990a8762ae7e12aa4751a8898de5b2,5,2017-10-05,2017-10-06,94781b7e571ded2ff6f80434f6fe2a43,1,credit_card,10,1653.6,d6160fb7873f184099d9bc95e30376af,4,computers,42738,lauro de freitas,BA
9850,sao bernardo do campo,SP,-23.7241341735027,-46.5755456151929,79da4122efa01df877a02a7d0d0b58bc,delivered,2018-08-08,2018-08-09,2018-08-10,2018-08-13,2018-08-13,1,8b321bb669392f5163d04c59e235e066,2018-08-13,16.9,7.39,71f80e2639c2edd1748d948af5a3d0dd,5,2018-08-14,2018-08-16,e55a9d669bfd16074230197d17e39034,1,credit_card,2,24.29,a5db7a80a8d9c9d49050360fceb6ffd4,1,stationery,1212,sao paulo,SP
4018,sao paulo,SP,-23.5884469766865,-46.6399644096601,89cc6bc87c7d96b36dff1b1c1233e884,delivered,2018-06-27,2018-06-27,2018-06-28,2018-06-29,2018-07-12,1,a420f60ff1aa9acc80d0e42959f2b313,2018-06-29,32,7.48,9ceb5bb3235a4cc8358bc36f459b8129,3,2018-06-30,2018-07-01,469a7494ad77aec29dcd9958164ecfda,1,credit_card,1,39.48,adf591c625cb265c12bc6749d3a2f757,6,health_beauty,5138,sao paulo,SP
59092,natal,RN,-5.88226569988906,-35.1804987749168,bd7f3abe8cf23c1f80aff58fb4d12861,delivered,2018-04-13,2018-04-13,2018-04-17,2018-06-05,2018-05-22,1,4e922959ae960d389249c378d1c939f5,2018-04-24,180,48.14,5dcc936952f7e67f7faa64c8f57e97a9,1,2018-05-24,2018-05-26,719a2a4825d52ce82cbc8698a71495ba,1,credit_card,6,456.28,bee2e070c39f3dd2f6883a17a5f0da45,4,computers_accessories,12327,jacarei,SP
6112,osasco,SP,-23.537767924231,-46.7960720491372,2f414504a52405e86f5db0f59200b23b,delivered,2018-04-10,2018-04-10,2018-04-11,2018-04-16,2018-04-20,1,1e8c6a4c538f286aee9573239740a4b4,2018-04-16,49.5,8.88,7842ba01ccd6886f26d9c1ff95c4e77c,5,2018-04-17,2018-04-17,725bd1c01a213e4ac7999d74cc9da874,1,credit_card,1,58.38,c846242ebe2b7232417dcb7770622fd3,1,baby,13251,itatiba,SP
13973,itapira,SP,-22.4422088519627,-46.8033022182288,d82f810496bab97772be6026de6dc7ed,delivered,2018-06-30,2018-07-02,2018-07-03,2018-07-11,2018-07-23,1,7a67c85e85bb2ce8582c35f2203ad736,2018-07-05,229.99,18.74,6b262ee04cdb199fe3e3002dd574fd1b,5,2018-07-12,2018-07-13,10a00d04ca3504e6a7804ccc87050e81,1,credit_card,4,248.73,eefc25bf3b54c979499864b77267ee2f,1,cool_stuff,3426,sao paulo,SP
79010,campo grande,MS,-20.4424818448841,-54.6076747096775,110610bf53fc189ecdff1917a441a991,delivered,2018-01-19,2018-01-19,2018-02-07,2018-02-22,2018-02-20,1,1025f0e2d44d7041d6cf58b6550e0bfa,2018-01-30,250,50.49,b21f377ba565a37c2c3d49d2dcb730ef,5,2018-02-22,2018-02-23,c42032f3265e1b479a385e0b537252b8,1,credit_card,10,300.49,7814c273ab16783d73a9863ebfa8b141,1,furniture_decor,3204,sao paulo,SP
45836,itamaraju,BA,-17.030451924658,-39.5412316565718,e03322e99d1228607781f6db2ead35fb,delivered,2018-05-01,2018-05-01,2018-05-03,2018-06-06,2018-05-29,1,955fee9216a65b617aa5c0531780ce60,2018-05-07,110,39.06,ccfd18edea89f706943a89f3a1507081,1,2018-05-31,2018-06-01,3f26a399c8a1c0cf2c9dc8a194b134d3,1,credit_card,3,149.06,2948658cb6abc82847412be7201bfc4c,5,health_beauty,4782,sao paulo,SP
89095,blumenau,SC,-26.7080077415802,-49.0775169438681,c80b6c4747849e18370b9ed8581cadcd,delivered,2017-10-12,2017-10-12,2017-10-14,2017-10-20,2017-11-07,1,4d6d651bd7684af3fffabd5f08d12e5a,2017-10-18,69.9,20.98,0c89725f11caea1ebe8b504fee57664a,4,2017-10-21,2017-10-22,fc94dbb82eb02d7913d9f0c02eb547da,1,credit_card,2,90.88,ce066f4a83649651549d717c9b566816,1,sports_leisure,17209,jau,SP
29158,cariacica,ES,-20.1263450149623,-40.3014165769631,6a329b2bf1ada2100af15d7ad273c8d2,delivered,2018-02-21,2018-02-23,2018-03-14,2018-03-17,2018-03-28,1,85d9eb9ddc5d00ca9336a2219c97bb13,2018-03-13,27.9,15.79,872bad8f207dff35247b13c2f1c4b7c1,4,2018-03-18,2018-03-21,fd04ea30a531fba782ca80dbead05a5e,1,boleto,1,43.69,a1bf559ac1eab015ba992bd76d9d76c7,2,computers_accessories,31255,belo horizonte,MG
56318,petrolina,PE,-9.38189196400059,-40.5226097466126,7074bf81824d0b653d0f13bc3b846c18,delivered,2017-09-12,2017-09-13,2017-09-14,2017-09-21,2017-10-06,1,53243585a1d6dc2643021fd1853d8905,2017-09-19,1549.99,33.72,558566f6b5083c0cf744db2de5aff89c,5,2017-09-22,2017-09-23,60dc36170c9cc8c0215fafa26627670f,1,credit_card,10,1583.71,d6160fb7873f184099d9bc95e30376af,4,computers,42738,lauro de freitas,BA
87070,maringa,PR,-23.4111035057329,-51.9802353150759,4134f91e373e10b21b922eec937f7bdc,delivered,2017-11-07,2017-11-08,2017-11-08,2017-11-17,2017-12-01,1,093805f8f2aeb63881444571e1f48f30,2017-11-14,39.9,15.1,d16b5243b4f6e68962a2b57e59b7cfa7,5,2017-11-18,2017-11-19,e09f44857c4f24c72e4a6efd07aef776,1,boleto,1,55,4dddd45aa241530edb5412e8846361fa,1,health_beauty,6236,osasco,SP
83030,sao jose dos pinhais,PR,-25.5426541923366,-49.2139701983092,2d48c2c84b9087df5df0815193fa1ed6,delivered,2018-04-11,2018-04-13,2018-04-18,2018-04-24,2018-05-09,1,e882b2a25a10b9c057cc49695f222c19,2018-04-19,626,62.24,715cbda0708e8468754fc0d7c0b21456,5,2018-04-25,2018-04-25,5342b9531898bc55c9af92a2c49dbfba,1,credit_card,10,688.24,1743a97176a0bff38a65331fae2306af,1,home_appliances_2,25963,teresopolis,RJ
18240,angatuba,SP,-23.4838253817467,-48.4242350484304,afd614c2216929e093dfd364a3fdac7f,delivered,2017-12-18,2017-12-20,2017-12-21,2018-01-04,2018-01-18,1,381c83fdca332ea6afd896da20bf6e4a,2017-12-27,105,17.98,71386b5508b14db398e34027d65463ce,5,2018-01-05,2018-01-07,894d027fa4e4510468b2b7bb87e15c56,1,boleto,1,122.98,188726239018149882525f46706b9bd7,1,watches_gifts,80010,curitiba,PR
2416,sao paulo,SP,-23.4795703097409,-46.6286590577355,3c9792a69423a23cb1fba107c5079981,delivered,2018-03-02,2018-03-02,2018-03-03,2018-03-08,2018-04-02,1,00fc707aaaad2d31347cf883cd2dfe10,2018-03-14,85,12.72,0b89f3c0f951f92c28d0efff189178c2,4,2018-03-09,2018-03-10,59668dbabb7fd2151ea6d80d1ea0f251,1,credit_card,1,97.72,3f14d740544f37ece8a9e7bc8349797e,1,computers_accessories,87025,maringa,PR
25250,duque de caxias,RJ,-22.5772321221649,-43.3052378568415,eecfb44b191df28e7ef7b263537d83fc,delivered,2018-03-22,2018-03-23,2018-03-23,2018-03-28,2018-04-17,1,17908cf9b444ee34047cadd5c0f4a516,2018-03-29,115,47.25,babb94176a66914e9df4d405e690cd93,5,2018-03-29,2018-04-01,226dbf042352f0f381239e29ddcb301e,1,credit_card,1,162.25,05d0558798a718f6f4658acd8b0e65e1,3,auto,75124,anapolis,GO
14177,sertaozinho,SP,-21.1227056582348,-48.0135887254543,d062f48278c4e58e2ecc80f08b65eebc,delivered,2018-07-08,2018-07-08,2018-07-10,2018-07-14,2018-07-26,1,5a8e7d5003a1f221f9e1d6e411de7c23,2018-07-10,59.9,13.08,cd8868601bf260e22b25f8cb7435b239,5,2018-07-15,2018-07-17,db55add8b42eee4c281c016ab8a5fc05,1,credit_card,1,72.98,25a600be07bdb3ee433243ba392924ea,2,furniture_decor,13076,campinas,SP
96820,santa cruz do sul,RS,-29.7047810071557,-52.4294438471815,dc0d0eb1de5edcfdbf09ab68bf450951,delivered,2018-03-29,2018-03-29,2018-04-05,2018-04-13,2018-05-02,1,4917cee8d902e13428c3ec4b1ca6f315,2018-04-16,184.9,34.83,9ad3eaa7fd823348ccfcc5dfbc8e62a7,5,2018-04-14,2018-04-16,8c939021af34c49333a38265686021ea,1,credit_card,1,219.73,7fe486a60125c1541517e30944f95066,9,home_appliances_2,89031,blumenau,SC
11705,praia grande,SP,-24.0410224199847,-46.511509028573,9c08631b9b6512391bedaaf207cd9b5c,delivered,2018-06-01,2018-06-01,2018-06-05,2018-06-09,2018-06-26,1,af3ef48d0e13835e529c29ac573c63e5,2018-06-07,101.88,13.15,737199bf9d6c4791a1d6a2166eed7501,5,2018-06-10,2018-06-10,163099b696818c7c5dd7ffb4e01209d6,1,credit_card,3,115.03,bcc8dd5518ca336cfcdbb681592df5e3,1,toys,14802,araraquara,SP
3938,sao paulo,SP,-23.6008038193202,-46.5020381631946,9f0595b5f15640ce9e6473221ed313be,delivered,2017-09-23,2017-09-23,2017-09-25,2017-09-27,2017-10-10,1,a17f621c590ea0fab3d5d883e1630ec6,2017-09-28,19.33,8.27,e81ae7691a440e9de1913410832baf5c,5,2017-09-28,2017-09-28,4210d6c8e386746480631c5c8075e77e,1,credit_card,2,27.6,fd0dc040197a6ac42d115243a8cee1dc,1,food,18055,sorocaba,SP
53401,paulista,PE,-7.94737837898484,-34.8879097462626,6ad88901476634d2b8a05573b3132f22,delivered,2018-07-08,2018-07-08,2018-07-10,2018-07-26,2018-08-10,1,4d6d651bd7684af3fffabd5f08d12e5a,2018-07-17,79,47.21,f44a44cc435d5bf730e926332d62dcc1,5,2018-07-26,2018-07-26,b8b12c952ae497fb7389315cd2a101e1,1,credit_card,1,126.21,fb495e971326b55afcb1f473adf0afb8,1,sports_leisure,17209,jau,SP
35660,para de minas,MG,-19.8471697291574,-44.6019565184153,55345989bcd31ff1780e6b2365bcf078,delivered,2018-01-15,2018-01-16,2018-01-18,2018-01-23,2018-02-07,1,76d5af76d0271110f9af36c92573f765,2018-01-22,32.49,15.1,366d10cedeb521fbb39bebe4b3202720,5,2018-01-24,2018-01-24,7f09bca31b66e6df150a8030c5a534cf,1,boleto,1,47.59,96e46c5d63399f513d292cdb8033cd02,1,pet_shop,3194,sao paulo,SP
28470,santo antonio de padua,RJ,-21.5306342489402,-42.1929977930321,02c771f35f4c21a4197077611f4ecffa,delivered,2017-07-23,2017-07-23,2017-07-25,2017-07-28,2017-08-23,1,5a93f3ab0ef4c84ed5e1b5dbf23978bc,2017-08-04,77.94,16.31,7f094a8428a635839cff2611399d41cc,5,2017-07-29,2017-07-29,3e0f5ef6c203acda1961682cdfe47606,1,credit_card,4,94.25,d4c1535d914696dc3b13cf725a2aa635,2,baby,12250,monteiro lobato,SP
11310,sao vicente,SP,-23.9670767154761,-46.3914737492793,9d617961f7b37079063b6acbc5568e13,delivered,2018-02-16,2018-02-17,2018-02-19,2018-03-02,2018-03-08,1,218d46b86c1881d022bce9c68a7d4b15,2018-02-22,41,11.85,3a7b9e07612c0007bd280d34247644d1,5,2018-03-03,2018-03-03,c0b4e1cd8410a7ec7d6262831e80d146,1,boleto,1,52.85,38fa750a3a3b3204f169c86a3284d387,1,sports_leisure,14070,ribeirao preto,SP
8111,sao paulo,SP,-23.497886242022,-46.3720166924808,4f055f9a74696ba8819b212dd584a93c,delivered,2018-04-14,2018-04-16,2018-04-17,2018-04-23,2018-05-14,1,fe701d88b67eaca109dffd464d1be9f9,2018-04-20,189.9,16.21,c945955adbba2ae0ee82dc45b36de117,5,2018-04-24,2018-04-27,21e751f0d78afdfe36cb0e8fe45360d8,1,credit_card,3,206.11,11a8af1af041fa2d890e7922566feadb,5,fashion_bags_accessories,24900,marica,RJ
